anchor_idx,positive_idx,anchor,positive,anchor_smiles,positive_smiles,type,morgan_similarity,maccs_similarity,same_scaffold,scaffold,scaffold_size,scaffold_specificity,relation_score,rank_within_type,contrastive_weight,pair_min,pair_max
3992,3972,M03992,M03972,CCCCn1c(O)c(C(=O)c2cccc3ccccc23)c2ccccc21,CCCCCn1c(C)c(C(=O)c2cccc3ccccc23)c2ccccc21,medium,0.7446808510638298,0.7,1,O=C(c1cccc2ccccc12)c1c[nH]c2ccccc12,39,0.6060525864057348,0.712716398599158,1,0.712716398599158,3972,3992
210,209,M00210,M00209,COc1ccc(-c2coc3cc(OC)cc(O)c3c2=O)cc1,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,medium,0.6428571428571429,0.8064516129032258,1,O=c1c(-c2ccccc2)coc2ccccc12,6,0.8352580650673657,0.712615898700197,2,0.712615898700197,209,210
729,701,M00729,M00701,Cc1cc(Cl)ccc1OC(C)C(=O)O,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,medium,0.7352941176470589,0.9583333333333334,1,c1ccccc1,802,0.21161295934610674,0.7125017478234846,1,0.7125017478234846,701,729
1258,357,M01258,M00357,CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(C)C(O)C(O)C4O)c(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O,CC1OC(OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(OC5OC(C)C(O)C(O)C5O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,strong,0.8333333333333334,0.85,0,,0,0.0,0.7125,1,0.7125,357,1258
2810,790,M02810,M00790,Cc1c(C=O)c(=O)n(-c2ccccc2)n1C,Cc1c(NC=O)c(=O)n(-c2ccccc2)n1C,medium,0.6052631578947368,0.9318181818181818,1,O=c1cc[nH]n1-c1ccccc1,10,0.7758207207981391,0.7124855483111084,1,0.7124855483111084,790,2810
2444,2441,M02444,M02441,COP(=O)(OC)Oc1nc(Cl)c(Cl)cc1Cl,CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,medium,0.6857142857142857,0.8444444444444444,1,c1ccncc1,41,0.5996365394334917,0.7124851634547062,1,0.7124851634547062,2441,2444
362,11,M00362,M00011,COc1cc2ccc(=O)oc2cc1O,O=c1ccc2cc(O)c(O)cc2o1,medium,0.65625,0.8387096774193549,1,O=c1ccc2ccccc2o1,15,0.7265474540909509,0.7124095374684813,2,0.7124095374684813,11,362
3357,4239,M03357,M04239,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,CCCOc1ccc2nc(NC(=O)OC)[nH]c2c1,medium,0.66,0.8,1,c1ccc2[nH]cnc2c1,10,0.7758207207981391,0.712373108119721,1,0.712373108119721,3357,4239
2417,2421,M02417,M02421,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,medium,0.6410256410256411,0.765625,1,O=S(=O)(Nc1cccnn1)c1ccccc1,3,0.9088491513636503,0.7123490073199321,2,0.7123490073199321,2417,2421
4614,4615,M04614,M04615,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CCO)CC4)ccc3OCC)nn12,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCCCC4)ccc3OCC)nn12,strong,0.8028169014084507,0.9222222222222223,0,,0,0.0,0.7122456964006261,2,0.7122456964006261,4614,4615
3235,3204,M03235,M03204,CCN=C1NC(=NC(C)C)NC(SC)N1,CCN=C1NC(=NC(C)C)NC(Cl)N1,medium,0.6571428571428571,0.7692307692307693,1,N=C1NCNC(=N)N1,6,0.8352580650673657,0.7118821163535115,2,0.7118821163535115,3204,3235
829,3297,M00829,M03297,Cc1cc(Cl)ccc1OCCCC(=O)O,O=C(O)CCCOc1ccc(Cl)cc1Cl,medium,0.7428571428571429,0.9375,1,c1ccccc1,802,0.21161295934610674,0.7118312296162017,1,0.7118312296162017,829,3297
780,2295,M00780,M02295,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CS(=O)(=O)O,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CS(=O)CC(=O)O,medium,0.6346153846153846,0.8333333333333334,1,c1ccc(NCn2cccn2)cc1,7,0.8176983027273006,0.7117573095116592,2,0.7117573095116592,780,2295
1317,1194,M01317,M01194,COc1cc(CC(=O)O)ccc1OS(=O)(=O)O,COc1cc(CCC(=O)O)ccc1OS(=O)(=O)O,medium,0.7435897435897436,0.9347826086956522,1,c1ccccc1,802,0.21161295934610674,0.7115914422296752,1,0.7115914422296752,1194,1317
2244,2665,M02244,M02665,c1ccc(Nc2ccccc2)cc1,Nc1ccc(Nc2ccccc2)cc1,medium,0.6666666666666666,0.7857142857142857,1,c1ccc(Nc2ccccc2)cc1,11,0.7643784743661259,0.7110853425834903,1,0.7110853425834903,2244,2665
4659,4762,M04659,M04762,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,CCC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,medium,0.6363636363636364,0.918918918918919,1,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,25,0.6627017793637848,0.7109531784524793,2,0.7109531784524793,4659,4762
2185,2116,M02185,M02116,CCCCC(O)C(=O)O,CCCCCCCCCCCCCCC(O)C(=O)O,strong,0.8181818181818182,0.88,0,,0,0.0,0.7109090909090909,3,0.7109090909090909,2116,2185
2185,431,M02185,M00431,CCCCC(O)C(=O)O,CCCCCCCCCCCCCCCCC(O)C(=O)O,strong,0.8181818181818182,0.88,0,,0,0.0,0.7109090909090909,1,0.7109090909090909,431,2185
2185,2115,M02185,M02115,CCCCC(O)C(=O)O,CCCCCCCCCCCCC(O)C(=O)O,strong,0.8181818181818182,0.88,0,,0,0.0,0.7109090909090909,2,0.7109090909090909,2115,2185
4065,3300,M04065,M03300,COC(=O)COc1ccc(Cl)cc1C,COC(=O)COc1ccc(Cl)cc1Cl,medium,0.7428571428571429,0.9333333333333333,1,c1ccccc1,802,0.21161295934610674,0.7107895629495351,1,0.7107895629495351,3300,4065
1398,417,M01398,M00417,CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,CSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,medium,0.6666666666666666,0.847457627118644,1,c1ncc2ncn(C3CCCO3)c2n1,26,0.6577388176437765,0.7105252294262275,2,0.7105252294262275,417,1398
1183,1188,M01183,M01188,COc1ccc(CCC(=O)O)cc1OC1OC(C(=O)O)C(O)C(O)C1O,COc1ccc(C(=O)O)cc1OC1OC(C(=O)O)C(O)C(O)C1O,medium,0.6666666666666666,0.8333333333333334,1,c1ccc(OC2CCCCO2)cc1,22,0.6788243374826469,0.7101569839557303,2,0.7101569839557303,1183,1188
3661,4035,M03661,M04035,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,medium,0.6666666666666666,0.8085106382978723,1,c1ccc2c(c1)Nc1ccccc1S2,16,0.7185751418868361,0.7099139308574934,2,0.7099139308574934,3661,4035
1461,238,M01461,M00238,O=C([O-])Cc1c[nH]c2ccccc12,O=C(O)C(=O)Cc1c[nH]c2ccccc12,medium,0.7272727272727273,0.7666666666666667,1,c1ccc2[nH]ccc2c1,63,0.5442457568182516,0.7096671665530407,2,0.7096671665530407,238,1461
694,2299,M00694,M02299,COCC(C)N(C(=O)CS(=O)(=O)O)c1c(C)csc1C,COCC(C)N(C(=O)CS(=O)CC(=O)O)c1c(C)csc1C,medium,0.6346153846153846,0.8333333333333334,1,c1ccsc1,8,0.802209494641301,0.7094339882987593,1,0.7094339882987593,694,2299
4700,3526,M04700,M03526,C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,CC(C)CC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,medium,0.6181818181818182,0.863013698630137,1,O=S1(=O)NCNc2ccccc21,7,0.8176983027273006,0.7093172609757202,1,0.7093172609757202,3526,4700
3699,3761,M03699,M03761,CCN(CC)CCc1c[nH]c2ccccc12,CN(C)CCc1c[nH]c2ccccc12,medium,0.7058823529411765,0.8157894736842105,1,c1ccc2[nH]ccc2c1,63,0.5442457568182516,0.7091136437084962,2,0.7091136437084962,3699,3761
686,684,M00686,M00684,CC(=O)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,COc1cc(OC)nc(NS(=O)(=O)c2ccc(NC(C)=O)cc2)n1,medium,0.627906976744186,0.8387096774193549,1,O=S(=O)(Nc1ncccn1)c1ccccc1,7,0.8176983027273006,0.7090763508104454,2,0.7090763508104454,684,686
111,110,M00111,M00110,O=C(O)CC(Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O)C(=O)O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,medium,0.640625,0.9027777777777778,1,c1ncc2ncn(C3CCCO3)c2n1,26,0.6577388176437765,0.708730267091011,2,0.708730267091011,110,111
2237,786,M02237,M00786,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,Cc1c(N)c(=O)n(-c2ccccc2)n1C,medium,0.6176470588235294,0.8863636363636364,1,O=c1cc[nH]n1-c1ccccc1,10,0.7758207207981391,0.7085522525047476,2,0.7085522525047476,786,2237
4520,3706,M04520,M03706,COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,COc1ccc(Cc2cnc(N)nc2N)cc1OC,medium,0.6444444444444445,0.7592592592592593,1,c1ccc(Cc2cncnc2)cc1,4,0.8795051323147839,0.7084072513286991,2,0.7084072513286991,3706,4520
3761,3749,M03761,M03749,CN(C)CCc1c[nH]c2ccccc12,CC(C)N(CCc1c[nH]c2ccccc12)C(C)C,medium,0.6857142857142857,0.8611111111111112,1,c1ccc2[nH]ccc2c1,63,0.5442457568182516,0.7083432127290868,2,0.7083432127290868,3749,3761
1907,82,M01907,M00082,O=C(O)CCCc1c[nH]c2ccccc12,O=C(O)Cc1c[nH]c2ccccc12,medium,0.6571428571428571,0.9285714285714286,1,c1ccc2[nH]ccc2c1,63,0.5442457568182516,0.7080654349513091,1,0.7080654349513091,82,1907
1257,1112,M01257,M01112,COc1ccc(CC(=O)O)cc1OC,COc1cc(CC(=O)O)ccc1O,medium,0.7419354838709677,0.9230769230769231,1,c1ccccc1,802,0.21161295934610674,0.7076724649937274,1,0.7076724649937274,1112,1257
1158,365,M01158,M00365,COc1cc(C=CC(=O)O)cc(OC)c1OC,COc1cc(C=CC(=O)O)cc(OC)c1O,medium,0.7419354838709677,0.9230769230769231,1,c1ccccc1,802,0.21161295934610674,0.7076724649937274,1,0.7076724649937274,365,1158
4334,3450,M04334,M03450,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,medium,0.6829268292682927,0.813953488372093,1,c1ccc(Cc2ccccc2)cc1,33,0.6274242932504864,0.7073581136415719,1,0.7073581136415719,3450,4334
3993,3974,M03993,M03974,CC(O)CCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,CCCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,medium,0.7021276595744681,0.7804878048780488,1,O=C(c1cccc2ccccc12)c1c[nH]c2ccccc12,39,0.6060525864057348,0.7073064349250533,2,0.7073064349250533,3974,3993
1111,1309,M01111,M01309,O=S(=O)(O)Oc1ccccc1O,O=S(=O)(O)Oc1cccc(O)c1O,medium,0.7307692307692307,0.9473684210526315,1,c1ccccc1,802,0.21161295934610674,0.7070455876266123,1,0.7070455876266123,1111,1309
1330,1148,M01330,M01148,O=C(O)C1OC(Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,medium,0.625,0.8,1,O=c1cc(-c2ccccc2)oc2cc(OC3CCCCO3)ccc12,4,0.8795051323147839,0.7069257698472176,1,0.7069257698472176,1148,1330
1247,1251,M01247,M01251,CS(=O)CCCC(=NOS(=O)(=O)O)SC1OC(CO)C(O)C(O)C1O,C=CCCC(=NOS(=O)(=O)O)SC1OC(CO)C(O)C(O)C1O,medium,0.6545454545454545,0.8591549295774648,1,C1CCOCC1,25,0.6627017793637848,0.7069212720262066,1,0.7069212720262066,1247,1251
2601,2741,M02601,M02741,CC(C)CCOC(=O)c1ccccc1C(=O)OCCC(C)C,CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,medium,0.75,0.9,1,c1ccccc1,802,0.21161295934610674,0.7067419439019159,2,0.7067419439019159,2601,2741
2740,2601,M02740,M02601,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,CC(C)CCOC(=O)c1ccccc1C(=O)OCCC(C)C,medium,0.75,0.9,1,c1ccccc1,802,0.21161295934610674,0.7067419439019159,1,0.7067419439019159,2601,2740
915,4218,M00915,M04218,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)c(Cl)c1F,medium,0.6415094339622641,0.8048780487804879,1,O=C(NC(=O)c1ccccc1)Nc1ccccc1,8,0.802209494641301,0.7064565967686756,1,0.7064565967686756,915,4218
2265,1932,M02265,M01932,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,COP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,medium,0.7608695652173914,0.8723404255319149,1,c1ccccc1,802,0.21161295934610674,0.7063487894153295,1,0.7063487894153295,1932,2265
4702,3319,M04702,M03319,CC12CCC3C(CC(O)C4=CC(=O)CCC43C)C1CCC2=O,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,medium,0.6,0.8571428571428571,1,O=C1C=C2CCC3C4CCC(=O)C4CCC3C2CC1,4,0.8795051323147839,0.7062114841329319,1,0.7062114841329319,3319,4702
791,812,M00791,M00812,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,CNCC(c1ccc(O)cc1)C1(O)CCCCC1,medium,0.6410256410256411,0.8048780487804879,1,c1ccc(CC2CCCCC2)cc1,8,0.802209494641301,0.7061663210067017,2,0.7061663210067017,791,812
2478,772,M02478,M00772,CC(C)NCC(O)COc1ccc(C(=O)O)cc1,CC(C)NCC(O)COc1ccc(CC(=O)O)cc1,medium,0.7073170731707317,1.0,1,c1ccccc1,802,0.21161295934610674,0.7061321878043549,1,0.7061321878043549,772,2478
2139,153,M02139,M00153,CC(CCC(=O)O)C1CCC2C3C(OS(=O)(=O)O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,medium,0.7419354838709677,0.6666666666666666,1,C1CCC2C(C1)CCC1C3CCCC3CCC21,33,0.6274242932504864,0.7059416009768202,1,0.7059416009768202,153,2139
772,2477,M00772,M02477,CC(C)NCC(O)COc1ccc(CC(=O)O)cc1,CC(C)NCC(O)COc1ccc(COCC(=O)O)cc1,medium,0.7272727272727273,0.95,1,c1ccccc1,802,0.21161295934610674,0.7056055802655523,2,0.7056055802655523,772,2477
1684,502,M01684,M00502,CC(CC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,medium,0.6140350877192983,0.9722222222222222,1,C1CCC2C(C1)CCC1C3CCCC3CCC21,33,0.6274242932504864,0.7055902521747074,2,0.7055902521747074,502,1684
4268,2866,M04268,M02866,CCCCCCn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1cnc2c1c(=O)n(CCCC(=O)O)c(=O)n2C,medium,0.6744186046511628,0.7761194029850746,1,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,17,0.7110586460049512,0.7053398104377089,2,0.7053398104377089,2866,4268
130,549,M00130,M00549,OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,O=C(O)C=Cc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,medium,0.6136363636363636,0.9411764705882353,1,c1ccc(OC2CCCCO2)cc1,22,0.6788243374826469,0.7052995864512741,2,0.7052995864512741,130,549
4618,751,M04618,M00751,COc1ccc(C(C[N+](C)(C)[O-])C2(O)CCCCC2)cc1,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,medium,0.6363636363636364,0.8125,1,c1ccc(CC2CCCCC2)cc1,8,0.802209494641301,0.705274606014377,1,0.705274606014377,751,4618
1711,1011,M01711,M01011,CN(C)c1nc2c(ncn2C2OC(CO)C(O)C2O)c(=O)[nH]1,O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O,medium,0.6296296296296297,0.8787878787878788,1,O=c1[nH]cnc2c1ncn2C1CCCO1,16,0.7185751418868361,0.7052610187577729,2,0.7052610187577729,1011,1711
2235,746,M02235,M00746,CCNc1nc(O)nc(NC(C)(C)C)n1,CCNc1nc(NC(C)(C)C)nc(OC)n1,medium,0.6363636363636364,0.9318181818181818,1,c1ncncn1,40,0.6028054368020348,0.7051935427930325,2,0.7051935427930325,746,2235
3339,3881,M03339,M03881,O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],CCOC(=O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],medium,0.6779661016949152,0.8070175438596491,1,c1ccc(Oc2ccccc2)cc1,29,0.6438836066809098,0.7051165879839979,2,0.7051165879839979,3339,3881
2606,2306,M02606,M02306,CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,CCCOC(=O)c1ccccc1C(=O)OCCC,medium,0.75,0.8928571428571429,1,c1ccccc1,802,0.21161295934610674,0.7049562296162016,1,0.7049562296162016,2306,2606
646,772,M00646,M00772,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,CC(C)NCC(O)COc1ccc(CC(=O)O)cc1,medium,0.7804878048780488,0.8181818181818182,1,c1ccccc1,802,0.21161295934610674,0.7045800813741998,1,0.7045800813741998,646,772
2112,2094,M02112,M02094,CCCCCCCCCCCCCCCCCCCC[n+]1cccc(S(=O)(=O)[O-])c1,CC[n+]1cccc(S(=O)(=O)[O-])c1,medium,0.6571428571428571,0.8431372549019608,1,c1cc[nH+]cc1,25,0.6627017793637848,0.7044752949157722,2,0.7044752949157722,2094,2112
2111,2094,M02111,M02094,CCCCCCCCCCCCCCCCCCC[n+]1cccc(S(=O)(=O)[O-])c1,CC[n+]1cccc(S(=O)(=O)[O-])c1,medium,0.6571428571428571,0.8431372549019608,1,c1cc[nH+]cc1,25,0.6627017793637848,0.7044752949157722,2,0.7044752949157722,2094,2111
2103,2094,M02103,M02094,CCCCCCCCCCC[n+]1cccc(S(=O)(=O)[O-])c1,CC[n+]1cccc(S(=O)(=O)[O-])c1,medium,0.6571428571428571,0.8431372549019608,1,c1cc[nH+]cc1,25,0.6627017793637848,0.7044752949157722,2,0.7044752949157722,2094,2103
2101,2094,M02101,M02094,CCCCCCCCC[n+]1cccc(S(=O)(=O)[O-])c1,CC[n+]1cccc(S(=O)(=O)[O-])c1,medium,0.6571428571428571,0.8431372549019608,1,c1cc[nH+]cc1,25,0.6627017793637848,0.7044752949157722,2,0.7044752949157722,2094,2101
2109,2094,M02109,M02094,CCCCCCCCCCCCCCCCC[n+]1cccc(S(=O)(=O)[O-])c1,CC[n+]1cccc(S(=O)(=O)[O-])c1,medium,0.6571428571428571,0.8431372549019608,1,c1cc[nH+]cc1,25,0.6627017793637848,0.7044752949157722,2,0.7044752949157722,2094,2109
2099,2094,M02099,M02094,CCCCCCC[n+]1cccc(S(=O)(=O)[O-])c1,CC[n+]1cccc(S(=O)(=O)[O-])c1,medium,0.6571428571428571,0.8431372549019608,1,c1cc[nH+]cc1,25,0.6627017793637848,0.7044752949157722,2,0.7044752949157722,2094,2099
2102,2094,M02102,M02094,CCCCCCCCCC[n+]1cccc(S(=O)(=O)[O-])c1,CC[n+]1cccc(S(=O)(=O)[O-])c1,medium,0.6571428571428571,0.8431372549019608,1,c1cc[nH+]cc1,25,0.6627017793637848,0.7044752949157722,2,0.7044752949157722,2094,2102
2098,2094,M02098,M02094,CCCCCC[n+]1cccc(S(=O)(=O)[O-])c1,CC[n+]1cccc(S(=O)(=O)[O-])c1,medium,0.6571428571428571,0.8431372549019608,1,c1cc[nH+]cc1,25,0.6627017793637848,0.7044752949157722,2,0.7044752949157722,2094,2098
2110,2094,M02110,M02094,CCCCCCCCCCCCCCCCCC[n+]1cccc(S(=O)(=O)[O-])c1,CC[n+]1cccc(S(=O)(=O)[O-])c1,medium,0.6571428571428571,0.8431372549019608,1,c1cc[nH+]cc1,25,0.6627017793637848,0.7044752949157722,2,0.7044752949157722,2094,2110
2100,2094,M02100,M02094,CCCCCCCC[n+]1cccc(S(=O)(=O)[O-])c1,CC[n+]1cccc(S(=O)(=O)[O-])c1,medium,0.6571428571428571,0.8431372549019608,1,c1cc[nH+]cc1,25,0.6627017793637848,0.7044752949157722,2,0.7044752949157722,2094,2100
2105,2094,M02105,M02094,CCCCCCCCCCCCC[n+]1cccc(S(=O)(=O)[O-])c1,CC[n+]1cccc(S(=O)(=O)[O-])c1,medium,0.6571428571428571,0.8431372549019608,1,c1cc[nH+]cc1,25,0.6627017793637848,0.7044752949157722,2,0.7044752949157722,2094,2105
2108,2094,M02108,M02094,CCCCCCCCCCCCCCCC[n+]1cccc(S(=O)(=O)[O-])c1,CC[n+]1cccc(S(=O)(=O)[O-])c1,medium,0.6571428571428571,0.8431372549019608,1,c1cc[nH+]cc1,25,0.6627017793637848,0.7044752949157722,2,0.7044752949157722,2094,2108
2107,2094,M02107,M02094,CCCCCCCCCCCCCCC[n+]1cccc(S(=O)(=O)[O-])c1,CC[n+]1cccc(S(=O)(=O)[O-])c1,medium,0.6571428571428571,0.8431372549019608,1,c1cc[nH+]cc1,25,0.6627017793637848,0.7044752949157722,2,0.7044752949157722,2094,2107
2104,2094,M02104,M02094,CCCCCCCCCCCC[n+]1cccc(S(=O)(=O)[O-])c1,CC[n+]1cccc(S(=O)(=O)[O-])c1,medium,0.6571428571428571,0.8431372549019608,1,c1cc[nH+]cc1,25,0.6627017793637848,0.7044752949157722,2,0.7044752949157722,2094,2104
2106,2094,M02106,M02094,CCCCCCCCCCCCCC[n+]1cccc(S(=O)(=O)[O-])c1,CC[n+]1cccc(S(=O)(=O)[O-])c1,medium,0.6571428571428571,0.8431372549019608,1,c1cc[nH+]cc1,25,0.6627017793637848,0.7044752949157722,2,0.7044752949157722,2094,2106
816,814,M00816,M00814,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1SC(F)(F)F,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,medium,0.6153846153846154,0.8269230769230769,1,c1ccc(-n2cccn2)cc1,5,0.8555293230024756,0.7042909369119097,2,0.7042909369119097,814,816
2823,4151,M02823,M04151,CN1CCN2c3ncccc3Cc3ccccc3C2C1,c1ccc2c(c1)Cc1cccnc1N1CCNCC21,medium,0.6170212765957447,0.7906976744186046,1,c1ccc2c(c1)Cc1cccnc1N1CCNCC21,3,0.9088491513636503,0.7042145572666455,2,0.7042145572666455,2823,4151
4515,3735,M04515,M03735,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,COP(=O)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,medium,0.7027027027027027,1.0,1,c1ccccc1,802,0.21161295934610674,0.7033635655235376,1,0.7033635655235376,3735,4515
1612,1435,M01612,M01435,O=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,medium,0.6226415094339622,0.8529411764705882,1,O=c1ccn(C2CCCO2)c(=O)[nH]1,10,0.7758207207981391,0.7031933078977453,2,0.7031933078977453,1435,1612
692,716,M00692,M00716,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1,medium,0.6666666666666666,0.6666666666666666,1,O=C1CCCC(=O)C1C(=O)c1ccccc1,3,0.9088491513636503,0.7029940393712142,1,0.7029940393712142,692,716
3127,3121,M03127,M03121,CC(=CCCC=C(C)CCC=C(C)CCC(O)C(C)(O)CO)CCC=C(C)CCC(O)C(C)(C)O,CC(=CCCC=C(C)CCC=C(C)CCC(O)C(C)(C)O)CCC=C(C)CCC(O)C(C)(C)O,strong,0.8125,0.8611111111111112,0,,0,0.0,0.7027777777777777,1,0.7027777777777777,3121,3127
730,2234,M00730,M02234,CC(C)Nc1nc(N)nc(Cl)n1,CCC(C)Nc1nc(N)nc(Cl)n1,medium,0.6774193548387096,0.8235294117647058,1,c1ncncn1,40,0.6028054368020348,0.7027547813647075,2,0.7027547813647075,730,2234
3947,3632,M03947,M03632,CN(C)CCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CCc2ccccc21,medium,0.6111111111111112,0.8536585365853658,1,c1ccc2c(c1)CCc1ccccc1N2,7,0.8176983027273006,0.7027360462221032,2,0.7027360462221032,3632,3947
1635,1728,M01635,M01728,CC(=O)NCCCC(=O)O,CC(=O)NCCCNCCCC(=O)O,strong,0.8333333333333334,0.8108108108108109,0,,0,0.0,0.7027027027027027,1,0.7027027027027027,1635,1728
650,4470,M00650,M04470,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,medium,0.6216216216216216,0.8275862068965517,1,O=S(=O)(Nc1ncccn1)c1ccccc1,7,0.8176983027273006,0.7025242701062059,2,0.7025242701062059,650,4470
1337,3274,M01337,M03274,O=S(=O)(O)Oc1c[nH]c2ccccc12,O=S(=O)([O-])Oc1c[nH]c2ccccc12.[K+],medium,0.6764705882352942,0.86,1,c1ccc2[nH]ccc2c1,63,0.5442457568182516,0.7025192164639141,1,0.7025192164639141,1337,3274
1060,91,M01060,M00091,O=C1CCCCN1,O=C1CCCN1,strong,0.8235294117647058,0.8333333333333334,0,,0,0.0,0.7024509803921568,3,0.7024509803921568,91,1060
815,817,M00815,M00817,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)(=O)C(F)(F)F,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1C(F)(F)F,medium,0.6666666666666666,0.6964285714285714,1,c1ccc(-n2cccn2)cc1,5,0.8555293230024756,0.7024365413075142,2,0.7024365413075142,815,817
4441,4443,M04441,M04443,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,CNC(CC(C)C)C1(c2ccc(Cl)cc2)CCC1,medium,0.6097560975609756,0.7777777777777778,1,c1ccc(C2CCC2)cc1,2,0.9466801716388252,0.7023001287268535,1,0.7023001287268535,4441,4443
983,274,M00983,M00274,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,NC(Cc1c[nH]c2ccccc12)C(=O)O,medium,0.675,0.8611111111111112,1,c1ccc2[nH]ccc2c1,63,0.5442457568182516,0.7019146413005155,1,0.7019146413005155,274,983
2547,2239,M02547,M02239,C=CCOc1ccccc1OCC(O)CNC(C)C,C=CCc1ccccc1OCC(O)CNC(C)C,medium,0.7209302325581395,0.95,1,c1ccccc1,802,0.21161295934610674,0.7018000834367997,1,0.7018000834367997,2239,2547
